product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count
B0B8SSZ76F,Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable,Computers&Accessories,799.0,1.0,60.0,4.2,8583
B0841KQR1Z,Crypo™ Universal Remote Compatible with Tata Sky Universal HD,Electronics,299.0,999.0,70.0,3.8,928
B0B467CCB9,Karbonn 80 cm,Electronics,6.0,16.0,59.0,3.8,110
B095JQVC7N,OnePlus 138,Electronics,42.0,59.0,28.0,4.1,6753
B08PPHFXG3,Posh 1,Electronics,173.0,999.0,83.0,4.3,1237
B06XR9PR5X,Amazon Basics HDMI Coupler,Electronics,209.0,600.0,65.0,4.4,18872
B09JSW16QD,boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Computers&Accessories,848.99,1.0,43.0,3.9,356
B07JH1CBGW,Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone,Computers&Accessories,649.0,1.0,68.0,4.2,24269
B09127FZCK,Astigo Compatible Remote for Airtel Digital Set Top Box,Electronics,299.0,899.0,67.0,3.8,425
B083GQGT3Z,Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's,Electronics,399.0,799.0,50.0,4.1,1161
B09Q8WQ5QJ,Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable,Computers&Accessories,249.0,499.0,50.0,4.1,1508
B07YZG8PPY,TATA SKY HD Connection with 1 month basic package,Electronics,1.0,2.0,46.0,4.3,7636
B09H39KTTB,Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,213.0,499.0,57.0,3.7,246
B08DCVRW98,SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,209.0,499.0,58.0,4.0,479
B0718ZN31Q,Rts™ High Speed 3D Full HD 1080p Support,Electronics,598.0,4.0,88.0,4.2,910
B0162LYSFS,boAt LTG 500 Apple MFI Certified for iPhone,Computers&Accessories,799.0,1.0,54.0,4.1,5626
B07PFJ5VQD,Agaro Blaze USBA to micro +Type C 2in1 Braided 1,Computers&Accessories,159.0,595.0,73.0,4.3,14184
B01J8S6X2I,AmazonBasics 6 Feet DisplayPort to DisplayPort Cable -,Computers&Accessories,499.0,1.0,55.0,4.4,25177
B09MJ77786,MI 108 cm,Electronics,31.0,49.0,36.0,4.3,21252
B09NNGHG22,Sansui 140cm,Electronics,32.0,56.0,42.0,4.3,567
B07V5YF4ND,LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube,Electronics,299.0,1.0,75.0,3.5,466
B0B65P827P,Zebronics CU3100V Fast charging Type C cable with QC 18W support,Computers&Accessories,128.31,549.0,77.0,3.9,61
B084MZYBTV,Belkin USB C to USB-C Fast Charging Type C Cable,Computers&Accessories,599.0,849.0,29.0,4.5,474
B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS,Electronics,399.0,899.0,56.0,3.4,431
B0B5F3YZY4,Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C,Computers&Accessories,449.0,1.0,59.0,4.0,242
B09G5TSGXV,Hi-Mobiler iPhone Charger Lightning Cable,Computers&Accessories,254.0,799.0,68.0,4.0,2905
B006LW0WDQ,Amazon Basics 16-Gauge Speaker Wire - 50 Feet,Electronics,399.0,795.0,50.0,4.4,12091
B09YLX91QR,Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile,Computers&Accessories,179.0,399.0,55.0,4.0,1423
B081FJWN52,Wayona Usb Type C To Usb Nylon Braided Quick Charger Fast Charging Short Cable For Smartphone,Computers&Accessories,339.0,999.0,66.0,4.3,6255
B0758F7KK7,Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TV’s,Electronics,399.0,999.0,60.0,4.0,1236
B09L835C3V,Smashtronics® - Case for Firetv Remote,Electronics,199.0,399.0,50.0,4.2,1335
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led,Electronics,349.0,1.0,83.0,3.8,197
B08NCKT9FG,Boat A 350 Type C Cable 1,Computers&Accessories,299.0,798.0,63.0,4.4,28791
B0B4T6MR8N,pTron Solero M241 2,Computers&Accessories,89.0,800.0,89.0,3.9,1075
B01GGKZ4NU,AmazonBasics USB Type-C to USB Type-C 2,Computers&Accessories,549.0,995.0,45.0,4.2,29746
B09BW2GP18,Croma 3A Fast charge 1m Type-C to All Type-C Phones sync,Computers&Accessories,129.0,1.0,87.0,3.9,295
B09WN3SRC7,Sony Bravia 164 cm,Electronics,77.0,1.0,44.0,4.7,5935
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,Electronics,349.0,799.0,56.0,3.6,323
B09RQRZW2X,7SEVEN® Compatible Vu Smart Tv Remote Control Suitable for Original 4K Android LED Ultra HD UHD Vu Tv Remote with Non Voice Feature without google assistant,Electronics,499.0,899.0,44.0,3.7,185
B07924P3C5,Storite High Speed Micro USB 3,Computers&Accessories,299.0,799.0,63.0,4.2,2117
B08N1WL9XW,FLiX,Computers&Accessories,182.0,599.0,70.0,4.0,9378
B07VVXJ2P5,SVM Products Unbreakable Set Top Box Stand with Dual Remote Holder,Electronics,96.0,399.0,76.0,3.6,1796
B0BC8BQ432,VU 164 cm,Electronics,54.0,85.0,35.0,4.3,3587
B06XFTHCNY,CableCreation RCA to 3,Electronics,439.0,758.0,42.0,4.2,4296
B08CT62BM1,Wayona USB Type C Fast Charging Cable Charger Cord 3A QC 3,Computers&Accessories,299.0,999.0,70.0,4.3,2651
B07CRL2GY6,boAt Rugged V3 Braided Micro USB Cable,Computers&Accessories,299.0,799.0,63.0,4.2,94363
B07DWFX9YS,Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable,Computers&Accessories,789.0,1.0,61.0,4.2,34540
B01D5H90L4,AmazonBasics - High-Speed Male to Female HDMI Extension Cable - 6 Feet,Electronics,299.0,700.0,57.0,4.4,8714
B07F1P8KNV,Wayona Nylon Braided Usb Type C 3Ft 1M 3A Fast Charger Cable For Samsung Galaxy S9 S8,Computers&Accessories,325.0,1.0,70.0,4.2,10576
B084N1BM9L,Belkin Apple Certified Lightning to USB Charge,Computers&Accessories,1.0,1.0,35.0,4.4,7318
B09F6D21BY,7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control,Electronics,790.0,1.0,60.0,3.0,103
B09LQQYNZQ,Realme Smart TV Stick 4K,Electronics,4.0,4.0,0.0,4.5,224
B0BC9BW512,Acer 100 cm,Electronics,18.0,24.0,24.0,4.3,4702
B0B61HYR92,Lapster usb 2,Computers&Accessories,199.0,999.0,80.0,4.2,85
B075ZTJ9XR,AmazonBasics High-Speed Braided HDMI Cable - 3 Feet - Supports Ethernet,Electronics,269.0,650.0,59.0,4.4,35877
B0978V2CP6,Cubetek 3 in 1 LCD Display V5,Electronics,1.0,3.0,36.0,4.0,897
B09LRZYBH1,KRISONS Thunder Speaker,Electronics,2.0,3.0,43.0,3.8,282
B0B997FBZT,Acer 139 cm,Electronics,35.0,49.0,28.0,4.3,1611
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop,Electronics,349.0,999.0,65.0,4.2,513
B09HV71RL1,Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro,Computers&Accessories,719.0,1.0,52.0,4.1,1045
B08PZ6HZLT,VW 80 cm,Electronics,8.0,18.0,53.0,4.0,6347
B075TJHWVC,Airtel Digital TV HD Set Top Box with 1 Month Basic Pack with Recording + Free Standard Installation,Electronics,917.0,2.0,60.0,4.2,3300
B09LV13JFB,LOHAYA Voice Assistant Remote Compatible for Airtel Xstream Set-Top Box Remote Control with Netflix Function,Electronics,399.0,999.0,60.0,3.3,23
B092BL5DCX,Samsung 138 cm,Electronics,45.0,69.0,34.0,4.3,7109
B09VH568H7,Amazon Brand - Solimo 3A Fast Charging Tough Type C USB Data Cable  – 1 Meter,Computers&Accessories,119.0,299.0,60.0,3.8,51
B09HQSV46W,Mi 100 cm,Electronics,21.0,29.0,27.0,4.2,32840
B08TZD7FQN,Astigo Compatible Remote Control for Mi Smart LED 4A,Electronics,299.0,599.0,50.0,3.7,708
B0B21XL94T,Toshiba 108 cm,Electronics,21.0,34.0,37.0,4.3,1657
B09PTT8DZF,Lenovo USB A to Type-C Tangle-free  Aramid fiber braided 1,Computers&Accessories,417.44,670.0,38.0,3.9,523
B0B3XXSB1K,LG 139 cm,Electronics,47.0,79.0,40.0,4.3,1376
B08RZ12GKR,Tata Sky Digital TV HD Setup Box Remote,Electronics,215.0,499.0,57.0,3.5,121
B0B4T8RSJ1,pTron Solero T241 2,Computers&Accessories,99.0,800.0,88.0,3.9,1075
B0B7B9V9QP,VU 108 cm,Electronics,18.0,35.0,46.0,4.0,1001
B08XXVXP3J,Storite Super Speed USB 3,Computers&Accessories,249.0,999.0,75.0,4.3,112
B06XGWRKYT,Kodak 80 cm,Electronics,7.0,15.0,50.0,3.8,3022
B07CWDX49D,AmazonBasics Double Braided Nylon USB Type-C to Type-C 2,Computers&Accessories,649.0,1.0,59.0,4.3,5451
B09TY4MSH3,Firestick Remote,Electronics,1.0,2.0,48.0,3.3,73
B07RY2X9MP,AmazonBasics 10,Electronics,609.0,1.0,59.0,4.5,1029
B0B2C5MJN6,Hisense 126 cm,Electronics,32.0,54.0,40.0,4.1,1555
B0BBMGLQDW,Tuarso 8K HDMI 2,Electronics,599.0,1.0,70.0,4.2,47
B01LONQBDG,AmazonBasics USB Type-C to Micro-B 2,Computers&Accessories,349.0,899.0,61.0,4.1,14896
B08XXF5V6G,Kodak 139 cm,Electronics,29.0,50.0,41.0,4.4,1712
B09HK9JH4F,Smashtronics® - Case for Firetv Remote,Electronics,199.0,399.0,50.0,4.2,1335
B09MMD1FDN,7SEVEN® Suitable Sony Tv Remote Original Bravia for Smart Android Television Compatible for Any Model of LCD LED OLED UHD 4K Universal Sony Remote Control,Electronics,349.0,699.0,50.0,3.9,214
B09HN7LD5L,PROLEGEND® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV,Electronics,1.0,4.0,59.0,4.0,184
B0BNDD9TN6,WANBO X1 Pro,Electronics,13.0,28.0,52.0,4.5,7
B0941392C8,Lava Charging Adapter Elements D3 2A Fast Charging Speed Usb Type C Data Cable,Computers&Accessories,129.0,449.0,71.0,3.7,41
B01M5967SY,TIZUM High Speed HDMI Cable Aura -Gold Plated-High Speed Data 10,Electronics,379.0,999.0,62.0,4.2,12153
B016MDK4F4,Technotech High Speed HDMI Cable 5 Meter V1,Electronics,185.0,499.0,63.0,4.2,25
B08G43CCLC,NK STAR 950 Mbps USB WiFi Adapter Wireless Network Receiver Dongle for Desktop Laptop,Computers&Accessories,218.0,999.0,78.0,4.2,163
B0B61GCHC1,LS LAPSTER Quality Assured USB 2,Computers&Accessories,199.0,999.0,80.0,4.3,87
B07RX14W1Q,Amazon Basics 10,Electronics,499.0,900.0,45.0,4.4,2165
B09PLD9TCD,Kodak 126 cm,Electronics,26.0,42.0,37.0,4.2,1510
B0B8ZKWGKD,ZORBES® Wall Adapter Holder for Alexa Echo Dot 4th Generation,Electronics,893.0,1.0,15.0,4.3,106
B09NNJ9WYM,Sansui 80cm,Electronics,10.0,19.0,45.0,3.7,129
B08H5L8V1L,Synqe USB Type C Fast Charging Cable 2M Charger Cord Data Cable Compatible with Samsung Galaxy M51,Computers&Accessories,379.0,1.0,66.0,4.3,3049
B0B8CXTTG3,MI 80 cm,Electronics,16.0,25.0,35.0,4.2,32840
B09HCH3JZG,Bestor ® 8K Hdmi 2,Electronics,699.0,1.0,63.0,4.4,390
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming,Electronics,2.0,3.0,23.0,3.5,621
B09SB6SJB4,Amazon Brand - Solimo Fast Charging Braided Type C Data Cable Seam,Computers&Accessories,129.0,599.0,78.0,4.1,265
B08NW8GHCJ,Synqe USB C to USB C 60W Nylon Braided Fast Charging Type C to Type C Cable Compatible with Samsung Galaxy Note 20/Ultra,Computers&Accessories,389.0,999.0,61.0,4.3,838
B09YHLPQYT,Shopoflux Silicone Remote Cover for Mi Smart TV,Electronics,246.0,600.0,59.0,4.2,143
B08G1RW2Q3,EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable,Computers&Accessories,299.0,799.0,63.0,4.0,151
B08YXJJW8H,LUNAGARIYA®,Electronics,247.0,399.0,38.0,3.9,200
B09P8M18QM,7SEVEN® Compatible with Fire Tv Stick Remote with Voice Command Feature Suitable for Second Generation Amazon Fire Tv Stick Remote Only - Pairing Must,Electronics,1.0,2.0,54.0,3.3,227
B08BG4M4N7,PRUSHTI COVER AND BAGS,Electronics,199.0,499.0,60.0,3.8,538
B07VJ9ZTXS,Aine HDMI Male to VGA Female Video Converter Adapter Cable,Electronics,299.0,599.0,50.0,4.0,171
B084872DQY,Mi 80 cm,Electronics,14.0,14.0,0.0,4.3,27508
B00GGGOYEU,Storite USB 2,Computers&Accessories,299.0,699.0,57.0,3.9,1454
B08FD2VSD9,TCL 108 cm,Electronics,24.0,51.0,52.0,4.2,2951
B095JPKPH3,OnePlus 163,Electronics,61.0,69.0,11.0,4.1,6753
B087JWLZ2K,AmazonBasics 108 cm,Electronics,24.0,50.0,51.0,3.9,3518
B09DSXK8JX,Kodak 80 cm,Electronics,10.0,19.0,46.0,4.2,1510
B08V9C4B1J,Synqe Type C to Type C Short Fast Charging 60W Cable Compatible with Samsung Galaxy Z Fold3 5G,Computers&Accessories,349.0,999.0,65.0,4.3,838
B08PKBMJKS,Airtel DigitalTV HD Setup Box Remote,Electronics,197.0,499.0,61.0,3.8,136
B0B8VQ7KDS,Airtel Digital TV HD Set Top Box with FTA Pack | Unlimited Entertainment + Recording Feature + Free Standard Installation,Electronics,1.0,2.0,48.0,4.3,301
B086JTMRYL,ESR USB C to Lightning Cable,Computers&Accessories,1.0,1.0,20.0,4.4,19763
B09RWQ7YR6,MI 138,Electronics,46.0,69.0,33.0,4.3,21252
B00OFM6PEO,Storite USB Extension Cable USB 3,Computers&Accessories,299.0,799.0,63.0,4.3,1902
B0BF57RN3K,Fire-Boltt Ninja Call Pro Plus 1,Electronics,1.0,19.0,91.0,4.2,13937
B0B3RRWSF6,Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1,Electronics,1.0,9.0,80.0,4.3,27696
B0B5B6PQCT,boAt Wave Call Smart Watch,Electronics,1.0,7.0,75.0,3.8,17831
B08HV83HL3,MI Power Bank 3i 20000mAh Lithium Polymer 18W Fast Power Delivery Charging | Input- Type C | Micro USB| Triple Output | Sandstone Black,Electronics,2.0,2.0,7.0,4.3,178912
B0BBN4DZBD,Redmi A1,Electronics,6.0,8.0,28.0,4.0,7807
B0B3CPQ5PF,OnePlus Nord 2T 5G,Electronics,28.0,28.0,0.0,4.3,17415
B0B3CQBRB4,OnePlus Nord 2T 5G,Electronics,28.0,28.0,0.0,4.3,17415
B0BBN56J5H,Redmi A1,Electronics,6.0,8.0,28.0,4.0,7807
B0BBN3WF7V,Redmi A1,Electronics,6.0,8.0,28.0,4.0,7807
B0BDRVFDKP,SanDisk Ultra® microSDXC™ UHS-I Card,Electronics,569.0,1.0,43.0,4.4,67259
B0B5LVS732,Noise Pulse Go Buzz Smart Watch Bluetooth Calling with 1,Electronics,1.0,4.0,62.0,4.1,10689
B09V2Q4QVQ,Nokia 105 Single SIM,Electronics,1.0,1.0,19.0,4.0,128311
B09V12K8NT,boAt Wave Lite Smartwatch with 1,Electronics,1.0,6.0,79.0,3.9,21796
B01DEWVZ2C,JBL C100SI Wired In Ear Headphones with Mic,Electronics,599.0,999.0,40.0,4.1,192590
B0BMGB3CH9,Samsung Galaxy M04 Dark Blue,Electronics,9.0,11.0,21.0,4.2,284
B08D77XZX5,PTron Tangentbeat in-Ear Bluetooth 5,Electronics,599.0,2.0,76.0,3.9,58162
B09XB8GFBQ,Redmi 10A,Electronics,8.0,11.0,25.0,4.0,12796
B07WG8PDCW,pTron Bullet Pro 36W PD Quick Charger,Electronics,349.0,1.0,73.0,4.0,14282
B07GPXXNNG,boAt Bassheads 100 in Ear Wired Earphones with Mic,Electronics,349.0,999.0,65.0,4.1,363713
B0BDYVC5TD,SanDisk Ultra® microSDXC™ UHS-I Card,Electronics,959.0,1.0,47.0,4.4,67259
B0BMGB2TPR,Samsung Galaxy M04 Light Green,Electronics,9.0,11.0,21.0,4.2,284
B08MC57J31,MI 10000mAh Lithium Ion,Electronics,1.0,2.0,40.0,4.3,15970
B08HVL8QN3,Mi 10000mAH Li-Polymer,Electronics,1.0,2.0,48.0,4.3,178912
B0746JGVDS,ELV Car Mount Adjustable Car Phone Holder Universal Long Arm,Electronics,349.0,999.0,65.0,3.9,46399
B08VFF6JQ8,Samsung 25W USB Travel Adapter for Cellular Phones - White,Electronics,1.0,1.0,28.0,4.4,8891
B09NVPSCQT,Noise ColorFit Pulse Grand Smart Watch with 1,Electronics,1.0,3.0,60.0,4.0,30254
B09YV4RG4D,Fire-Boltt Ninja 3 Smartwatch Full Touch 1,Electronics,1.0,7.0,81.0,4.2,22636
B09TWHTBKQ,Samsung Galaxy M33 5G,Electronics,18.0,25.0,29.0,4.1,22318
B08L5HMJVW,SanDisk Ultra microSD UHS-I Card 32GB,Electronics,369.0,700.0,47.0,4.4,67259
B0B4F2XCK3,Samsung Galaxy M13,Electronics,12.0,17.0,28.0,4.1,18998
B0BF54972T,Fire-Boltt Ninja Call Pro Plus 1,Electronics,1.0,19.0,91.0,4.2,13937
B09YV4MW2T,Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button,Electronics,2.0,9.0,78.0,4.2,29471
B09TWH8YHM,Samsung Galaxy M33 5G,Electronics,16.0,24.0,32.0,4.1,22318
B07WGMMQGP,iQOO vivo Z6 5G,Electronics,16.0,20.0,21.0,4.0,21350
B0BF563HB4,Fire-Boltt Ninja Call Pro Plus 1,Electronics,1.0,19.0,91.0,4.2,13937
B07JW9H4J1,Wayona Nylon Braided USB to Lightning Fast Charging,Computers&Accessories,399.0,1.0,64.0,4.2,24270
B09GFPVD9Y,Redmi 9 Activ,Electronics,8.0,10.0,23.0,4.1,313836
B09GFLXVH9,Redmi 9A Sport,Electronics,6.0,8.0,24.0,4.1,313836
B0BF4YBLPX,Fire-Boltt Ninja Call Pro Plus 1,Electronics,1.0,19.0,91.0,4.2,13937
B09XB7DPW1,Redmi 10A,Electronics,8.0,11.0,25.0,4.0,12796
B07PFJ5W31,AGARO Blaze USB 3,Electronics,139.0,495.0,72.0,4.3,14185
B0B3N7LR6K,Fire-Boltt Visionary 1,Electronics,3.0,16.0,76.0,4.3,17159
B09ZQK9X8G,Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1,Electronics,2.0,5.0,50.0,4.1,5179
B098NS6PVG,Ambrane Unbreakable 60W / 3A Fast Charging 1,Computers&Accessories,199.0,349.0,43.0,4.0,43993
B07WJV6P1R,iQOO Z6 Lite 5G by vivo,Electronics,15.0,18.0,18.0,4.1,19252
B096MSW6CT,Sounce Fast Phone Charging Cable,Computers&Accessories,199.0,999.0,80.0,3.9,7928
B0BF54LXW6,Fire-Boltt Ninja Call Pro Plus 1,Electronics,1.0,19.0,91.0,4.2,13937
B09XB7SRQ5,Redmi 10A,Electronics,8.0,11.0,25.0,4.0,12796
B09FFK1PQG,Duracell 38W Fast Car Charger Adapter with Dual Output,Electronics,873.0,1.0,49.0,4.4,1680
B09RMQYHLH,realme narzo 50,Electronics,12.0,15.0,19.0,4.2,13246
B08ZN4B121,WeCool Bluetooth Extendable Selfie Sticks with Wireless Remote,Electronics,539.0,1.0,66.0,3.8,14648
B0B3RSDSZ3,Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1,Electronics,1.0,9.0,80.0,4.3,27696
B08VB34KJ1,OPPO A74 5G,Electronics,15.0,20.0,26.0,4.2,32916
B09T39K9YL,Redmi Note 11 Pro + 5G,Electronics,19.0,24.0,20.0,3.9,25824
B08VF8V79P,Samsung Original 25W USB Travel Lightning Adapter for Cellular Phones,Electronics,1.0,1.0,37.0,4.4,7462
B08G28Z33M,realme Buds Classic Wired in Ear Earphones with Mic,Electronics,399.0,699.0,43.0,4.0,37817
B09PNKXSKF,Noise ColorFit Pulse Grand Smart Watch with 1,Electronics,1.0,3.0,50.0,4.0,30254
B0B5DDJNH4,boAt Wave Call Smart Watch,Electronics,1.0,7.0,75.0,3.8,17831
B08HDJ86NZ,boAt Deuce USB 300 2 in 1 Type-C,Computers&Accessories,329.0,699.0,53.0,4.2,94364
B08CF3B7N1,Portronics Konnect L 1,Computers&Accessories,154.0,399.0,61.0,4.2,16905
B07WDKLDRX,iQOO Neo 6 5G,Electronics,28.0,34.0,17.0,4.4,20311
B09MQSCJQ1,boAt Xtend Smartwatch with Alexa Built-in,Electronics,2.0,7.0,71.0,4.2,69622
B094YFFSMY,Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote,Electronics,399.0,1.0,80.0,4.0,3382
B09MT84WV5,Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD,Electronics,1.0,3.0,71.0,4.3,140036
B08VS3YLRK,Portronics Adapto 20 Type C 20W Fast PD/Type C Adapter Charger with Fast Charging for iPhone 12/12 Pro/12 Mini/12 Pro Max/11/XS/XR/X/8/Plus,Electronics,529.0,1.0,65.0,4.1,8599
B0B4F3QNDM,Samsung Galaxy M13 5G,Electronics,13.0,19.0,28.0,4.1,18998
B07GQD4K6L,boAt Bassheads 100 in Ear Wired Earphones with Mic,Electronics,379.0,999.0,62.0,4.1,363713
B07WDKLRM4,iQOO Z6 44W by vivo,Electronics,13.0,19.0,30.0,4.1,19252
B0BP18W8TM,Fire-Boltt Gladiator 1,Electronics,3.0,9.0,60.0,4.4,73
B08Y1TFSP6,pTron Solero TB301 3A Type-C Data,Computers&Accessories,149.0,1.0,85.0,3.9,24870
B07GXHC691,STRIFF PS2_01 Multi Angle Mobile/Tablet Tabletop Stand,Electronics,99.0,499.0,80.0,4.3,42641
B08FN6WGDQ,Samsung Galaxy Buds Live Bluetooth Truly Wireless in Ear Earbuds with Mic,Electronics,4.0,15.0,70.0,4.0,4390
B0B3D39RKV,OnePlus Nord 2T 5G,Electronics,33.0,33.0,0.0,4.3,17415
B085HY1DGR,Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3,Computers&Accessories,99.0,999.0,90.0,4.0,1396
B08D75R3Z1,PTron Boom Ultima 4D Dual Driver,Electronics,299.0,1.0,84.0,3.6,18202
B0B4F2TTTS,Samsung Galaxy M13,Electronics,10.0,14.0,27.0,4.1,18998
B09WRMNJ9G,OnePlus 10R 5G,Electronics,34.0,38.0,10.0,4.2,11029
B0B14MR9L1,Samsung Galaxy M33 5G,Electronics,16.0,24.0,32.0,4.1,22318
B09ZPL5VYM,Ambrane Mobile Holding Stand,Electronics,199.0,499.0,60.0,4.1,1786
B0993BB11X,Ambrane 10000mAh Slim Power Bank,Electronics,999.0,1.0,38.0,4.0,7222
B09V2PZDX8,Nokia 105 Single SIM,Electronics,1.0,1.0,19.0,4.0,128311
B085W8CFLH,PTron Tangent Lite Bluetooth 5,Electronics,599.0,1.0,67.0,3.5,83996
B09MT6XSFW,Samsung EVO Plus 64GB microSDXC UHS-I U1 130MB/s Full HD,Electronics,599.0,1.0,68.0,4.3,140036
B07RD611Z8,Ambrane 20000mAh Power Bank with 20W Fast Charging,Electronics,1.0,2.0,28.0,4.1,18678
B08WRWPM22,boAt Micro USB 55 Tangle-free,Computers&Accessories,176.63,499.0,65.0,4.1,15189
B0B4F52B5X,Samsung Galaxy M13,Electronics,10.0,14.0,27.0,4.1,18998
B096VF5YYF,boAt Xtend Smartwatch with Alexa Built-in,Electronics,2.0,7.0,62.0,4.1,48449
B0B5D39BCD,boAt Wave Call Smart Watch,Electronics,1.0,7.0,75.0,3.8,17831
B08DDRGWTJ,MI Usb Type-C Cable Smartphone,Computers&Accessories,229.0,299.0,23.0,4.3,30411
B082LZGK39,Ambrane Unbreakable 60W / 3A Fast Charging 1,Computers&Accessories,199.0,299.0,33.0,4.0,43994
B09XBJ1CTN,MI Xiaomi 22,Electronics,649.0,999.0,35.0,4.2,1315
B0B4F5L738,Samsung Galaxy M13 5G,Electronics,13.0,19.0,28.0,4.1,18998
B08MTCKDYN,Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger,Electronics,119.0,299.0,60.0,4.1,5999
B09QS8V5N8,Redmi Note 11,Electronics,12.0,17.0,28.0,4.1,50772
B08CF3D7QR,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1,Computers&Accessories,154.0,339.0,55.0,4.3,13391
B09T2WRLJJ,Redmi Note 11 Pro + 5G,Electronics,20.0,26.0,22.0,3.9,25824
B089WB69Y1,USB Charger,Electronics,249.0,649.0,62.0,4.0,14404
B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor,Electronics,99.0,171.0,42.0,4.5,11339
B09P858DK8,WeCool C1 Car Mobile Holder with One Click Technology,Electronics,489.0,1.0,76.0,4.0,3626
B07DJLFMPS,HP 32GB Class 10 MicroSD Memory Card,Electronics,369.0,1.0,77.0,4.0,32625
B07WHQWXL7,iQOO Z6 44W by vivo,Electronics,15.0,20.0,26.0,4.1,19252
B07WDK3ZS6,iQOO Z6 Lite 5G by vivo,Electronics,15.0,18.0,18.0,4.1,19252
B09T2S8X9C,Redmi Note 11 Pro + 5G,Electronics,22.0,28.0,21.0,3.9,25824
B07S9S86BF,boAt Bassheads 242 in Ear Wired Earphones with Mic,Electronics,599.0,1.0,60.0,4.1,161679
B07N8RQ6W7,Portronics MODESK POR-122 Universal Mobile Tabletop Holder,Electronics,134.0,699.0,81.0,4.1,16685
B09FKDH6FS,realme narzo 50i,Electronics,7.0,7.0,6.0,4.0,30907
B08HVJCW95,MI 10000mAh 3i Lithium Polymer Power Bank Dual Input,Electronics,1.0,2.0,48.0,4.3,178912
B09YDFDVNS,Nokia 105 Plus Single SIM,Electronics,1.0,1.0,22.0,4.0,128311
B07WGPKTS4,iQOO Z6 44W by vivo,Electronics,13.0,19.0,30.0,4.1,19252
B0789LZTCJ,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1,Computers&Accessories,299.0,799.0,63.0,4.2,94364
B09MZCQYHZ,Ambrane 10000mAh Slim Power Bank,Electronics,999.0,1.0,38.0,4.0,7222
B0B4F2ZWL3,Samsung Galaxy M13,Electronics,12.0,17.0,28.0,4.1,18998
B08VB2CMR3,OPPO A74 5G,Electronics,15.0,20.0,26.0,4.2,32916
B095RTJH1M,Spigen EZ Fit Tempered Glass Screen Protector Guard for iPhone 14/13/13 Pro - 2 Pack,Electronics,999.0,2.0,66.0,4.6,26603
B097R25DP7,Noise ColorFit Pulse Smartwatch with 3,Electronics,1.0,4.0,68.0,4.0,67950
B09YDFKJF8,Nokia 105 Plus Single SIM,Electronics,1.0,1.0,22.0,4.0,128311
