id,discounted_price,actual_price,discount_percentage,rating,rating_count
666,229.0,299.0,23.0,4.3,30411
667,139.0,299.0,54.0,3.8,3044
668,1.0,2.0,52.0,4.0,33584
669,1.0,2.0,54.0,3.9,1779
670,119.0,299.0,60.0,4.1,5999
671,154.0,339.0,55.0,4.3,13391
672,225.0,250.0,10.0,4.4,26556
673,656.0,1.0,56.0,4.3,25903
674,1.0,2.0,60.0,4.3,53464
675,2.0,7.0,62.0,4.1,48448
676,169.0,299.0,43.0,4.4,5176
677,309.0,404.0,24.0,4.4,8614
678,599.0,1.0,57.0,3.8,60026
679,299.0,599.0,50.0,3.8,3066
680,449.0,999.0,55.0,4.0,2102
681,799.0,1.0,38.0,4.4,34852
682,219.0,700.0,69.0,4.4,426972
683,157.0,160.0,2.0,4.5,8618
684,369.0,1.0,77.0,4.0,32625
685,599.0,899.0,33.0,4.0,4018
686,479.0,599.0,20.0,4.3,11687
687,350.0,899.0,61.0,4.2,2262
688,1.0,2.0,47.0,3.8,11015
689,599.0,899.0,33.0,4.3,95116
690,159.0,399.0,60.0,4.1,4768
691,1.0,3.0,57.0,4.3,23022
692,1.0,4.0,68.0,4.0,67951
693,294.0,4.0,94.0,4.3,4426
694,828.0,861.0,4.0,4.2,4567
695,745.0,795.0,6.0,4.0,13797
696,1.0,2.0,38.0,4.4,15137
697,349.0,399.0,13.0,4.4,18757
698,970.0,1.0,46.0,4.5,815
699,1.0,2.0,41.0,4.2,156638
700,198.0,800.0,75.0,4.1,9344
701,549.0,549.0,0.0,4.5,4875
702,2.0,9.0,70.0,4.2,20881
703,12.0,29.0,60.0,4.3,4744
704,1.0,3.0,63.0,3.9,12452
705,269.0,315.0,15.0,4.5,17810
706,799.0,1.0,47.0,4.1,53648
707,6.0,13.0,54.0,4.2,2014
708,59.0,59.0,0.0,3.8,5958
709,571.0,999.0,43.0,4.3,38221
710,549.0,999.0,45.0,3.9,64705
711,2.0,5.0,65.0,4.3,17129
712,13.0,21.0,39.0,4.3,11976
713,448.0,699.0,36.0,3.9,17348
714,1.0,2.0,50.0,3.7,87798
715,299.0,499.0,40.0,4.2,24432
716,579.0,1.0,59.0,4.3,189104
717,2.0,3.0,24.0,4.2,93112
718,1.0,5.0,80.0,3.9,47521
719,399.0,499.0,20.0,4.3,27201
720,279.0,499.0,44.0,3.7,10962
721,13.0,22.0,41.0,4.3,16299
722,279.0,375.0,26.0,4.3,31534
723,2.0,4.0,50.0,3.9,7571
724,137.0,160.0,14.0,4.4,6537
725,59.0,199.0,70.0,4.0,9377
726,299.0,499.0,40.0,4.5,21010
727,1.0,3.0,55.0,3.9,3517
728,1.0,2.0,33.0,4.3,63899
729,199.0,699.0,72.0,4.2,12153
730,399.0,1.0,73.0,4.1,5730
731,1.0,3.0,58.0,4.2,25488
732,699.0,995.0,30.0,4.5,54405
733,95.0,499.0,81.0,4.2,1949
734,1.0,1.0,32.0,4.2,122478
735,1.0,1.0,25.0,4.3,7241
736,849.0,4.0,83.0,4.0,20457
737,440.0,440.0,0.0,4.5,8610
738,349.0,999.0,65.0,3.8,16557
739,599.0,3.0,85.0,3.9,1087
740,149.0,399.0,63.0,4.0,1540
741,289.0,999.0,71.0,4.1,401
742,179.0,499.0,64.0,3.4,9385
743,1.0,4.0,70.0,4.0,92588
744,399.0,699.0,43.0,3.4,3454
745,599.0,799.0,25.0,4.3,15790
746,949.0,2.0,53.0,3.9,14969
747,2.0,9.0,75.0,4.1,42139
748,159.0,180.0,12.0,4.3,989
749,1.0,2.0,54.0,4.5,19624
750,570.0,999.0,43.0,4.2,3201
751,899.0,1.0,55.0,4.1,30469
752,449.0,999.0,55.0,4.4,9940
753,549.0,999.0,45.0,4.3,7758
754,1.0,2.0,36.0,4.3,68409
755,100.0,100.0,0.0,4.3,3095
756,299.0,1.0,80.0,4.2,903
757,1.0,1.0,28.0,4.1,25771
758,699.0,999.0,30.0,4.1,273189
759,252.0,315.0,20.0,4.5,3785
760,190.0,220.0,14.0,4.4,2866
761,1.0,1.0,19.0,4.3,27223
762,729.0,1.0,56.0,4.3,82356
763,480.0,600.0,20.0,4.3,5719
764,1.0,6.0,74.0,4.0,26880
765,999.0,2.0,60.0,4.3,1690
766,299.0,399.0,25.0,4.0,2766
767,238.0,699.0,66.0,4.4,8372
768,1.0,2.0,39.0,4.0,7113
769,299.0,999.0,70.0,4.3,20850
770,199.0,499.0,60.0,3.3,2804
771,1.0,9.0,80.0,3.7,1986
772,99.0,499.0,80.0,4.1,2451
773,499.0,1.0,50.0,5.0,23
774,1.0,3.0,49.0,4.5,26194
775,3.0,4.0,20.0,3.9,15783
776,125.0,180.0,31.0,4.4,8053
777,399.0,1.0,66.0,4.1,2809
778,1.0,7.0,85.0,3.6,25910
779,235.0,1.0,85.0,3.8,1173
780,549.0,1.0,73.0,3.6,6422
781,89.0,99.0,10.0,4.2,241
782,970.0,1.0,51.0,4.4,184
783,1.0,2.0,57.0,3.8,14629
784,230.0,999.0,77.0,4.2,1528
785,119.0,499.0,76.0,4.3,15032
786,449.0,800.0,44.0,4.4,69585
787,1.0,3.0,51.0,4.1,14371
788,561.0,720.0,22.0,4.4,3182
789,289.0,590.0,51.0,4.4,25886
790,599.0,1.0,70.0,4.4,4736
791,5.0,7.0,24.0,4.4,73005
792,1.0,2.0,23.0,4.3,20398
793,499.0,799.0,38.0,4.3,2125
794,449.0,999.0,55.0,4.3,11330
795,999.0,1.0,50.0,4.2,27441
796,69.0,299.0,77.0,4.3,255
797,899.0,1.0,40.0,4.2,23174
798,478.0,699.0,32.0,3.8,20218
799,1.0,2.0,44.0,4.3,11074
800,199.0,750.0,73.0,4.5,74976
801,149.0,499.0,70.0,4.1,25607
802,1.0,4.0,64.0,4.2,41226
803,425.0,999.0,57.0,4.0,2581
804,999.0,2.0,60.0,4.1,18331
805,378.0,999.0,62.0,4.1,1779
806,99.0,99.0,0.0,4.3,388
807,1.0,2.0,50.0,4.5,8656
808,1.0,3.0,41.0,4.5,92925
809,67.0,75.0,11.0,4.1,1269
810,1.0,2.0,30.0,4.3,17394
811,499.0,1.0,67.0,3.6,9169
812,499.0,999.0,50.0,4.4,1030
813,5.0,7.0,28.0,4.5,50273
814,499.0,799.0,38.0,3.9,6742
815,249.0,600.0,59.0,4.0,1208
816,179.0,499.0,64.0,4.0,1933
817,4.0,5.0,22.0,4.4,25006
818,299.0,550.0,46.0,4.6,33434
819,629.0,1.0,55.0,4.4,6301
820,2.0,3.0,21.0,4.4,22618
821,389.0,1.0,65.0,4.3,974
822,1.0,2.0,38.0,4.3,20342
823,90.0,175.0,49.0,4.4,7429
824,599.0,599.0,0.0,4.0,26423
825,1.0,7.0,75.0,4.2,31305
826,2.0,3.0,35.0,3.8,11213
827,179.0,499.0,64.0,4.1,10174
828,1.0,2.0,41.0,4.2,17413
829,349.0,995.0,65.0,4.2,6676
830,287.0,499.0,42.0,4.4,8076
831,599.0,599.0,0.0,4.3,355
832,349.0,450.0,22.0,4.1,18656
833,879.0,1.0,21.0,4.4,31599
834,199.0,999.0,80.0,3.9,1075
835,250.0,250.0,0.0,3.9,13971
836,199.0,499.0,60.0,3.6,2492
837,899.0,1.0,53.0,4.4,13552
838,199.0,999.0,80.0,4.0,575
839,149.0,999.0,85.0,3.5,2523
840,469.0,1.0,69.0,4.1,352
841,1.0,1.0,38.0,4.1,1662
842,849.0,1.0,43.0,4.0,7352
843,328.0,399.0,18.0,4.1,3441
844,269.0,699.0,62.0,4.0,93
845,299.0,400.0,25.0,3.8,40895
846,549.0,1.0,63.0,4.3,11006
847,114.0,120.0,5.0,4.2,8938
848,120.0,120.0,0.0,4.1,4308
849,970.0,1.0,51.0,4.2,462
850,209.0,695.0,70.0,4.5,107686
851,1.0,2.0,35.0,4.6,10652
852,99.0,99.0,0.0,4.3,5036
853,149.0,249.0,40.0,4.0,5057
854,575.0,2.0,79.0,4.2,8537
855,333.0,999.0,67.0,3.3,9792
856,178.0,210.0,15.0,4.3,2450
857,1.0,3.0,54.0,3.7,676
858,499.0,1.0,62.0,3.9,1173
859,199.0,499.0,60.0,4.3,9998
860,2.0,5.0,58.0,4.1,5852
861,199.0,999.0,80.0,4.2,362
862,939.0,1.0,48.0,4.5,205052
863,2.0,9.0,75.0,4.0,9090
864,1.0,2.0,50.0,4.5,4099
865,1.0,5.0,82.0,3.5,12966
866,157.0,160.0,2.0,4.5,4428
867,999.0,1.0,38.0,4.3,12093
868,115.0,999.0,88.0,3.3,5692
869,175.0,499.0,65.0,4.1,21
870,1.0,4.0,57.0,3.8,1880
871,3.0,4.0,8.0,3.5,21762
872,899.0,1.0,50.0,4.1,22375
873,299.0,990.0,70.0,4.5,2453
874,3.0,4.0,30.0,4.4,13544
875,1.0,5.0,66.0,4.1,10976
876,90.0,100.0,10.0,4.3,3061
877,1.0,2.0,43.0,3.6,2272
878,599.0,999.0,40.0,4.0,7601
879,507.0,1.0,58.0,4.1,8131
880,425.0,899.0,53.0,4.5,4219
881,1.0,3.0,63.0,4.2,42775
882,549.0,2.0,78.0,4.3,5556
883,199.0,395.0,50.0,4.2,92595
884,1.0,1.0,21.0,4.6,12375
885,310.0,310.0,0.0,4.5,5882
886,149.0,149.0,0.0,4.3,10833
887,1.0,1.0,23.0,4.1,10443
888,499.0,1.0,62.0,4.5,434
889,999.0,4.0,76.0,3.5,1913
890,1.0,4.0,57.0,4.4,3029
891,250.0,250.0,0.0,4.2,2628
892,1.0,2.0,45.0,4.4,24780
893,90.0,100.0,10.0,4.4,10718
894,2.0,5.0,66.0,4.2,6233
895,1.0,1.0,25.0,4.5,10541
896,799.0,2.0,62.0,4.3,8188
897,899.0,1.0,25.0,3.8,10751
898,349.0,999.0,65.0,3.9,817
899,900.0,2.0,64.0,4.0,36384
900,2.0,3.0,38.0,4.1,3606
901,116.0,200.0,42.0,4.4,357
902,200.0,230.0,13.0,4.4,10170
903,1.0,2.0,55.0,4.4,4598
904,649.0,999.0,35.0,3.5,7222
905,2.0,3.0,24.0,4.5,1271
906,199.0,349.0,43.0,4.1,314
907,596.0,723.0,18.0,4.4,3219
908,2.0,5.0,58.0,4.1,38879
909,4.0,12.0,60.0,4.2,4541
910,399.0,1.0,69.0,4.2,76042
911,116.0,200.0,42.0,4.3,485
912,4.0,5.0,25.0,4.3,44696
913,330.0,499.0,34.0,3.7,8566
914,649.0,2.0,74.0,3.9,13049
915,1.0,1.0,23.0,4.5,16680
916,1.0,2.0,53.0,4.1,97174
917,272.0,320.0,15.0,4.0,3686
918,99.0,999.0,90.0,3.8,594
919,3.0,3.0,10.0,3.4,12185
920,10.0,19.0,47.0,4.3,2623
921,449.0,999.0,55.0,4.3,9701
922,150.0,150.0,0.0,4.3,15867
923,348.0,1.0,77.0,4.2,656
924,1.0,2.0,60.0,4.1,10725
925,397.0,899.0,56.0,4.0,3025
926,154.0,349.0,56.0,4.3,7064
927,699.0,1.0,53.0,4.0,5736
928,1.0,1.0,16.0,4.1,72563
929,354.0,1.0,76.0,4.0,1026
930,1.0,5.0,78.0,3.8,2043
931,379.0,1.0,75.0,4.2,4149
932,499.0,775.0,36.0,4.3,74
933,10.0,32.0,68.0,4.4,41398
934,649.0,1.0,50.0,4.1,5195
935,1.0,1.0,40.0,4.5,22420
936,139.0,999.0,86.0,4.0,1313
937,889.0,1.0,56.0,4.2,2284
938,1.0,2.0,36.0,3.9,427
939,549.0,1.0,73.0,4.3,1367
940,749.0,1.0,58.0,4.0,13199
941,329.0,845.0,61.0,4.2,29746
942,379.0,1.0,66.0,4.3,2806
943,5.0,7.0,25.0,4.2,30355
944,299.0,1.0,80.0,4.2,2868
945,379.0,1.0,75.0,4.1,670
946,1.0,2.0,53.0,4.3,3530
947,699.0,1.0,46.0,4.3,6183
948,300.0,300.0,0.0,4.2,419
949,999.0,1.0,50.0,4.5,7317
950,535.0,535.0,0.0,4.4,4426
951,13.0,24.0,44.0,4.2,45237
952,269.0,1.0,76.0,4.1,1092
953,341.0,450.0,24.0,4.3,2493
954,2.0,3.0,38.0,4.4,12679
955,349.0,599.0,42.0,4.1,210
956,5.0,7.0,16.0,3.6,4199
957,699.0,1.0,42.0,4.0,14403
958,1.0,2.0,48.0,4.0,11113
959,326.0,799.0,59.0,4.4,10773
960,120.0,999.0,88.0,3.9,6491
961,657.0,999.0,34.0,4.3,13944
962,1.0,2.0,31.0,4.6,10760
963,1.0,1.0,0.0,4.4,25996
964,2.0,3.0,17.0,4.5,16146
965,5.0,6.0,17.0,3.9,8280
966,263.0,699.0,62.0,4.1,450
967,1.0,2.0,34.0,4.3,14237
968,1.0,1.0,14.0,4.5,20668
969,165.0,165.0,0.0,4.5,1674
970,1.0,3.0,51.0,3.6,7689
971,2.0,7.0,69.0,4.1,5554
972,219.0,700.0,69.0,4.3,20053
973,39.0,39.0,0.0,3.8,3344
974,26.0,37.0,29.0,4.6,2886
975,1.0,1.0,25.0,4.1,98250
976,398.0,1.0,80.0,4.0,75
977,349.0,899.0,61.0,4.5,149
978,770.0,1.0,50.0,4.3,2585
979,279.0,1.0,79.0,4.0,5072
980,249.0,599.0,58.0,4.5,5985
981,115.0,499.0,77.0,4.0,7732
982,230.0,230.0,0.0,4.5,9427
983,399.0,999.0,60.0,4.1,1780
984,599.0,700.0,14.0,4.3,2301
985,598.0,1.0,48.0,4.1,2535
986,399.0,1.0,73.0,4.0,691
987,499.0,1.0,62.0,4.1,2740
988,199.0,499.0,60.0,4.1,602
989,579.0,1.0,47.0,4.4,3482
990,179.0,399.0,55.0,4.0,1423
991,90.0,100.0,10.0,4.1,6199
992,899.0,1.0,55.0,4.4,1667
993,1.0,1.0,36.0,4.3,4723
994,249.0,499.0,50.0,4.2,22860
995,39.0,39.0,0.0,3.6,13572
996,1.0,3.0,56.0,4.2,16182
997,1.0,3.0,70.0,4.2,2908
998,209.0,499.0,58.0,3.9,536
999,1.0,1.0,27.0,4.2,2375
1000,120.0,120.0,0.0,4.5,4951
1001,1.0,3.0,57.0,4.3,408
1002,420.0,420.0,0.0,4.2,1926
1003,225.0,225.0,0.0,4.1,4798
1004,199.0,799.0,75.0,4.1,7333
1005,1.0,3.0,55.0,4.6,245
1006,8.0,9.0,13.0,3.8,3652
1007,3.0,6.0,46.0,4.3,2515
1008,325.0,1.0,75.0,4.2,10576
1009,449.0,1.0,65.0,4.2,4959
1010,380.0,400.0,5.0,4.4,2111
1011,499.0,1.0,64.0,3.9,1462
1012,37.0,59.0,38.0,4.0,323
1013,849.0,2.0,66.0,4.2,91188
1014,799.0,1.0,60.0,3.7,418
1015,2.0,6.0,63.0,4.5,1526
1016,199.0,999.0,80.0,4.5,127
1017,269.0,800.0,66.0,3.6,10134
1018,298.0,999.0,70.0,4.3,1552
1019,1.0,2.0,50.0,4.1,25262
1020,649.0,1.0,48.0,3.9,123365
1021,1.0,1.0,29.0,3.6,13300
1022,1.0,2.0,40.0,4.0,18543
1023,455.0,999.0,54.0,4.1,3578
1024,199.0,1.0,90.0,3.7,2031
1025,293.0,499.0,41.0,3.9,44994
1026,199.0,495.0,60.0,4.1,270563
1027,749.0,1.0,40.0,3.9,31783
1028,1.0,1.0,10.0,3.9,2602
1029,749.0,1.0,48.0,3.9,63350
1030,1.0,3.0,47.0,3.8,54032
1031,1.0,1.0,22.0,3.8,15592
1032,499.0,999.0,50.0,4.1,4859
1033,1.0,1.0,11.0,4.1,14120
1034,249.0,499.0,50.0,3.3,8427
1035,625.0,1.0,55.0,4.2,23316
1036,1.0,2.0,48.0,4.0,6530
1037,3.0,6.0,42.0,4.3,11924
1038,6.0,13.0,53.0,4.0,2961
1039,1.0,2.0,46.0,4.5,23484
1040,2.0,5.0,56.0,4.1,21783
1041,1.0,2.0,40.0,4.0,14030
1042,5.0,13.0,58.0,4.2,6398
1043,1.0,3.0,63.0,3.8,44050
1044,599.0,785.0,24.0,4.2,24247
1045,1.0,3.0,38.0,4.2,41349
1046,549.0,1.0,45.0,3.6,1074
1047,999.0,2.0,50.0,3.8,1163
1048,398.0,1.0,80.0,4.1,257
1049,539.0,720.0,25.0,4.1,36017
1050,699.0,1.0,56.0,4.1,8090
1051,2.0,3.0,41.0,4.1,31388
1052,3.0,7.0,55.0,4.2,136
1053,351.0,999.0,65.0,4.0,5380
1054,1.0,1.0,8.0,4.3,37974
1055,719.0,1.0,44.0,4.2,17218
1056,678.0,1.0,55.0,4.2,900
1057,809.0,1.0,48.0,3.7,976
1058,1.0,5.0,61.0,4.1,4927
1059,1.0,1.0,12.0,4.4,3543
1060,2.0,3.0,37.0,3.8,2732
1061,1.0,2.0,21.0,4.0,14368
1062,3.0,5.0,39.0,4.2,39724
1063,1.0,3.0,50.0,3.8,9791
1064,1.0,1.0,26.0,4.2,2891
1065,749.0,1.0,34.0,4.0,2446
1066,3.0,5.0,40.0,3.9,25340
1067,379.0,999.0,62.0,4.3,3096
1068,1.0,2.0,54.0,3.8,4
1069,749.0,1.0,42.0,4.0,119
1070,1.0,1.0,0.0,4.2,40106
1071,549.0,1.0,50.0,4.2,13029
1072,899.0,2.0,55.0,3.6,291
1073,1.0,1.0,14.0,4.3,15453
1074,1.0,1.0,45.0,4.0,604
1075,775.0,875.0,11.0,4.2,46647
1076,6.0,15.0,59.0,4.1,3233
1077,3.0,4.0,24.0,4.0,1282
1078,799.0,1.0,60.0,4.3,70
1079,2.0,5.0,46.0,4.0,26164
1080,599.0,990.0,39.0,3.9,16166
1081,749.0,1.0,33.0,4.2,35693
1082,6.0,10.0,40.0,4.1,14391
1083,1.0,2.0,27.0,4.4,7946
1084,1.0,1.0,37.0,4.0,1765
1085,3.0,6.0,48.0,3.8,14062
1086,349.0,999.0,65.0,4.0,15646
1087,1.0,1.0,38.0,3.1,111
1088,799.0,1.0,47.0,4.3,9695
1089,4.0,9.0,48.0,4.2,1772
1090,6.0,10.0,34.0,4.4,11499
1091,799.0,1.0,60.0,4.1,2162
1092,89.0,89.0,0.0,4.2,19621
1093,1.0,2.0,44.0,4.1,19998
1094,355.0,899.0,61.0,4.1,1051
1095,2.0,3.0,34.0,4.1,1716
1096,2.0,3.0,26.0,3.9,32931
1097,899.0,1.0,28.0,3.9,17424
1098,2.0,5.0,50.0,3.8,1889
1099,3.0,7.0,51.0,4.0,10324
1100,499.0,625.0,20.0,4.2,5355
1101,653.0,1.0,36.0,4.1,3366
1102,4.0,8.0,47.0,4.3,1017
1103,1.0,1.0,14.0,3.7,787
1104,753.0,899.0,16.0,4.2,18462
1105,353.0,1.0,71.0,4.3,629
1106,1.0,1.0,42.0,4.3,15276
1107,8.0,11.0,24.0,4.4,2981
1108,1.0,1.0,23.0,3.8,2466
1109,2.0,2.0,0.0,4.5,7949
1110,1.0,2.0,35.0,3.8,95
1111,2.0,2.0,26.0,3.8,1558
1112,3.0,4.0,14.0,4.1,26543
1113,177.0,199.0,11.0,4.1,3688
1114,1.0,2.0,54.0,3.8,4383
1115,244.0,499.0,51.0,3.3,478
1116,1.0,2.0,18.0,4.0,237
1117,319.0,749.0,57.0,4.6,124
1118,1.0,1.0,16.0,3.9,14667
1119,469.0,1.0,71.0,3.7,6
1120,1.0,1.0,39.0,4.2,4244
1121,9.0,15.0,40.0,4.1,1017
1122,999.0,1.0,33.0,4.1,12999
1123,1.0,1.0,35.0,3.8,311
1124,292.0,499.0,41.0,4.1,4238
1125,160.0,299.0,46.0,4.6,2781
1126,600.0,600.0,0.0,4.1,10907
1127,1.0,1.0,0.0,4.2,13250
1128,3.0,6.0,48.0,3.9,43070
1129,3.0,9.0,62.0,4.1,11828
1130,368.0,699.0,47.0,4.1,1240
1131,3.0,4.0,36.0,4.0,20869
1132,1.0,2.0,45.0,3.7,441
1133,1.0,2.0,20.0,4.1,1034
1134,616.0,1.0,48.0,4.1,37126
1135,1.0,2.0,29.0,4.1,6355
1136,199.0,499.0,60.0,3.3,12
1137,610.0,825.0,26.0,4.1,13165
1138,999.0,1.0,33.0,4.1,1646
1139,8.0,9.0,10.0,4.4,17994
1140,453.0,999.0,55.0,4.3,610
1141,2.0,6.0,59.0,4.1,8866
1142,2.0,3.0,31.0,3.7,13406
1143,1.0,1.0,28.0,4.8,53803
1144,2.0,3.0,20.0,4.5,546
1145,2.0,5.0,62.0,4.0,5292
1146,2.0,4.0,48.0,4.1,444
1147,308.0,499.0,38.0,3.9,4584
1148,2.0,4.0,41.0,4.1,14947
1149,479.0,1.0,52.0,4.2,1559
1150,245.0,299.0,18.0,4.1,1660
1151,179.0,799.0,78.0,3.5,132
1152,3.0,5.0,31.0,4.3,28629
1153,699.0,1.0,48.0,3.9,8446
1154,2.0,4.0,48.0,4.2,11199
1155,2.0,4.0,42.0,3.8,1118
1156,784.0,1.0,51.0,4.5,11
1157,5.0,9.0,45.0,3.8,4353
1158,899.0,1.0,55.0,4.1,185
1159,1.0,1.0,0.0,4.2,14290
1160,499.0,940.0,47.0,4.1,3036
1161,2.0,4.0,43.0,4.2,1296
1162,1.0,2.0,52.0,4.5,19
1163,79.0,79.0,0.0,4.0,97
1164,6.0,14.0,51.0,4.4,1771
1165,2.0,3.0,32.0,4.0,15034
1166,3.0,5.0,47.0,4.0,3242
1167,1.0,1.0,39.0,3.9,2832
1168,1.0,2.0,49.0,4.0,1498
1169,999.0,1.0,49.0,3.8,305
1170,5.0,9.0,40.0,4.2,1191
1171,9.0,12.0,23.0,4.3,4049
1172,698.0,699.0,0.0,4.2,3160
1173,2.0,3.0,31.0,4.3,9650
1174,320.0,799.0,60.0,4.2,3846
1175,298.0,499.0,40.0,4.4,290
1176,1.0,1.0,20.0,3.8,2206
1177,1.0,2.0,47.0,4.1,9349
1178,599.0,2.0,79.0,3.9,578
1179,1.0,1.0,0.0,4.3,9331
1180,14.0,59.0,76.0,4.4,3837
1181,1.0,1.0,11.0,3.6,11456
1182,649.0,999.0,35.0,3.8,49
1183,3.0,6.0,49.0,4.0,4978
1184,199.0,499.0,60.0,4.1,1996
1185,1.0,1.0,42.0,4.3,1811
1186,664.0,1.0,55.0,4.0,2198
1187,260.0,350.0,26.0,3.9,13127
1188,6.0,8.0,24.0,4.4,5865
1189,1.0,2.0,41.0,3.7,1067
1190,999.0,1.0,36.0,3.6,4881
1191,3.0,6.0,49.0,3.7,11217
1192,259.0,999.0,74.0,4.0,43
1193,3.0,7.0,58.0,4.2,4664
1194,4.0,5.0,29.0,3.8,2112
1195,189.0,299.0,37.0,4.2,2737
1196,1.0,2.0,38.0,3.9,9019
1197,199.0,499.0,60.0,4.0,10234
1198,474.0,1.0,64.0,4.1,550
1199,279.0,499.0,44.0,4.8,28
1200,1.0,4.0,58.0,4.2,1353
1201,799.0,1.0,35.0,4.1,2138
1202,949.0,1.0,53.0,4.0,1679
1203,3.0,5.0,29.0,3.9,12837
1204,1.0,1.0,15.0,4.1,8873
1205,1.0,2.0,12.0,4.3,7681
1206,12.0,19.0,37.0,4.1,322
1207,1.0,1.0,43.0,4.2,9772
1208,8.0,16.0,49.0,3.9,18497
1209,499.0,2.0,77.0,3.7,53
1210,6.0,14.0,53.0,4.1,1728
1211,1.0,1.0,11.0,4.0,2877
1212,1.0,1.0,46.0,3.8,250
1213,1.0,2.0,61.0,4.2,5178
1214,499.0,999.0,50.0,4.6,79
1215,8.0,11.0,27.0,4.1,4157
1216,1.0,2.0,49.0,3.3,29
1217,1.0,1.0,29.0,4.2,4580
1218,1.0,1.0,41.0,4.3,1404
1219,6.0,8.0,28.0,4.3,2810
1220,239.0,239.0,0.0,4.3,7
1221,699.0,1.0,56.0,4.7,1729
1222,2.0,4.0,39.0,4.4,2116
1223,1.0,2.0,46.0,3.9,463
1224,499.0,1.0,62.0,4.7,54
1225,510.0,640.0,20.0,4.1,7229
1226,1.0,3.0,50.0,3.8,3842
1227,2.0,4.0,43.0,4.4,646
1228,1.0,3.0,66.0,4.3,1802
1229,999.0,2.0,62.0,3.4,252
1230,1.0,3.0,39.0,4.2,780
1231,210.0,699.0,70.0,3.7,74
1232,14.0,23.0,38.0,4.3,2026
1233,950.0,1.0,41.0,4.3,5911
1234,7.0,9.0,28.0,4.4,1964
1235,2.0,2.0,4.0,4.1,25
1236,7.0,8.0,13.0,4.0,3160
1237,1.0,1.0,20.0,4.4,1558
1238,2.0,5.0,47.0,3.8,8958
1239,9.0,12.0,19.0,4.3,13251
1240,3.0,4.0,34.0,3.8,1393
1241,669.0,1.0,55.0,2.3,13
1242,5.0,7.0,22.0,4.5,7241
1243,9.0,18.0,49.0,4.0,16020
1244,351.0,1.0,68.0,3.7,1470
1245,899.0,1.0,53.0,4.0,3663
1246,1.0,1.0,27.0,4.4,638
1247,6.0,9.0,38.0,4.1,3552
1248,2.0,3.0,31.0,4.4,11148
1249,721.0,1.0,52.0,3.1,2449
1250,2.0,3.0,12.0,4.3,2299
1251,1.0,2.0,39.0,4.4,6027
1252,1.0,2.0,39.0,4.4,461
1253,2.0,3.0,33.0,4.1,282
1254,999.0,1.0,7.0,4.1,9275
1255,3.0,6.0,55.0,4.0,743
1256,1.0,2.0,58.0,3.6,328
1257,3.0,7.0,51.0,3.9,942
1258,4.0,5.0,17.0,3.9,3815
1259,1.0,3.0,50.0,3.8,7988
1260,664.0,1.0,55.0,4.1,925
1261,948.0,1.0,41.0,4.1,4370
1262,850.0,1.0,15.0,4.1,7619
1263,600.0,640.0,6.0,3.8,2593
1264,3.0,4.0,17.0,4.3,356
1265,799.0,2.0,73.0,4.5,63
1266,980.0,980.0,0.0,4.2,4740
1267,351.0,899.0,61.0,3.9,296
1268,229.0,499.0,54.0,3.5,185
1269,3.0,3.0,16.0,4.3,1954
1270,5.0,11.0,52.0,3.9,959
1271,299.0,499.0,40.0,3.9,1015
1272,2.0,3.0,37.0,4.0,3973
1273,699.0,1.0,56.0,4.7,2300
1274,1.0,1.0,18.0,4.1,203
1275,1.0,2.0,55.0,3.8,441
1276,6.0,11.0,41.0,4.1,10308
1277,1.0,1.0,14.0,4.1,4716
1278,1.0,1.0,37.0,3.9,313
1279,1.0,2.0,46.0,3.8,166
1280,1.0,3.0,57.0,4.1,303
1281,2.0,4.0,55.0,4.3,562
1282,3.0,10.0,63.0,3.9,8095
1283,499.0,2.0,77.0,2.8,109
1284,1.0,2.0,24.0,4.0,15382
1285,6.0,8.0,26.0,4.5,5137
1286,4.0,24.0,80.0,4.6,124
1287,1.0,2.0,50.0,4.1,618
1288,2.0,4.0,38.0,4.1,63
1289,899.0,1.0,44.0,3.4,15
1290,998.0,2.0,67.0,4.6,9
1291,998.06,1.0,22.0,4.2,7274
1292,1.0,1.0,45.0,3.9,5911
1293,5.0,9.0,40.0,4.2,170
1294,8.0,11.0,25.0,4.2,3065
1295,475.0,999.0,52.0,4.1,1021
1296,4.0,20.0,75.0,4.8,3964
1297,13.0,24.0,44.0,4.4,8948
1298,8.0,16.0,48.0,4.3,97
1299,949.0,975.0,3.0,4.3,7223
1300,395.0,499.0,21.0,4.0,330
1301,635.0,635.0,0.0,4.3,4570
1302,717.0,1.0,48.0,4.0,4867
1303,27.0,59.0,53.0,4.4,5298
1304,649.0,670.0,3.0,4.1,7786
1305,193.0,399.0,52.0,3.6,37
1306,1.0,2.0,48.0,2.0,2
1307,2.0,3.0,28.0,4.0,5206
1308,1.0,2.0,58.0,3.7,638
1309,2.0,4.0,43.0,3.8,397
1310,2.0,4.0,49.0,3.9,326
1311,499.0,2.0,77.0,3.1,3527
1312,429.0,999.0,57.0,3.0,617
1313,299.0,595.0,50.0,4.0,314
1314,5.0,19.0,73.0,4.4,535
1315,559.0,1.0,45.0,4.1,17325
1316,660.0,1.0,40.0,3.6,91
1317,419.0,999.0,58.0,4.4,227
1318,7.0,10.0,33.0,4.2,11957
1319,2.0,4.0,28.0,4.3,7140
1320,1.0,3.0,45.0,3.8,687
1321,1.0,4.0,68.0,4.1,1045
